"Rangaraya Medical College, KakinadaNTR University of Health Sciences, VijayWadaTypeGovernment InstituteManagementState AuthorityBeds1450Local DistinctionAU Local"
"Sri Chandra Sekara Hospital, Hosur, Tamil Nadu-635109National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"Sudha Hospitals, Erode, Tamil Nadu-638011National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds242"
"Womens Center by Motherhood, Coimbatore, Tamil Nadu-641043National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"Apollo Hospital, Secunderabad, Telangana-500003National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds150"
"Apollo Hospital, Hyderguda, Telangana-500029National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds150"
"Apollo Spectra Hospitals, Paradise Circle, Secunderbad, Telangana-500003National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Fernandez Hospital, Banjara Hills, Hyderabad, Telangana-500034National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"Kamineni Hospital, King Koti, Hyderabad, Telangana-500001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds150"
"Laxmi Narasimha Hospital, Warangal, Telangana-506001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"MNJ Institute of Oncology and Cancer Regional Center, Lakdi Ka Oil, Hyderabad, Telangana-500004National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds500"
"OZONE Institute of Medical Sciences, Hyderabad, Telangana-500035National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds150"
"Rainbow Childrens Hospital and BirthRight, Vikrampuri Colony, Secunderabad, Telangana-500009National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Saijyothi Eye Institute, Secunderabad, Telangana-500026National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"SLG Hospitals, Bachupally, Telangana-500090National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Zoi Hospitals, Attapur, Hyderabad, Telangana-500045National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"Apollomedics Superspeciality Hospital, Lucknow, Uttar Pradesh-226012National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds300"
"Autonomous State Medical College and Allied Pandit Ram Prasad Bismil Memorial Hospital, Shahjahanpur, Uttar Pradesh-242001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds312"
"Charak Hospital and Research Center, Lucknow, Uttar Pradesh-226003National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Felix Hospital, Noida, Uttar Pradesh-201305National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Government Medical College, Badaun, Uttar Pradesh-243601National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds234"
"MRA Medical College, Ambedkar Nagar, Uttar Pradesh-224227National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Maharishi Vashistha Autonomous State Medical College and Opec Hospital, Rampur, Uttar Pradesh-272124National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Midland Healthcare and Research Centre, Mahanagar, Lucknow, Uttar Pradesh-226006National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Popular Medicare, Kakarmatta, Varanasi, Uttar Pradesh-221106National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds450"
"Raj Eye Hospital, Gorakhpur, Uttar Pradesh-273001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Siddh Multi Specialty Hospital, Moradabad, Uttar Pradesh-244001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Yashoda Super Speciality Hospital, Ghaziabad, Uttar Pradesh-201010National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds300"
"Barjora Super Specialty Hospital, Barjora, Bankura, West Bengal-722202National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Baruipur Sub Division Hospital, Baruipur, West Bengal-700144National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds250"
"Neotia Bhagirathi Woman and Child Care Centre, New Town, West Bengal-700156 (Prev. Bhagirathi Neotia Woman and Child Care Centre, New Town)National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds114"
"Contai Sub Divisional Hospital, Purba Medinipur, West Bengal-721406National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"District Hospital, Alipurduar, West Bengal-736121National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds402"
"Durgapur Sub Divisional Hospital, Bidhannagar, Durgapur, West Bengal-713206National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Egra Sub Divisional Hospital and SSH, Egra Town, West Bengal-721429National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Gabberia State General Hospital, Howrah, West Bengal-711322National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Ghatal SD Hospital, Paschim Medinipur, West Bengal-721212National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Habra State General Hospital, Habra, West Bengal-743263National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Islampur SDH-ISSH, Sukantapally, West Bengal-733202National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Jangipur SD Hospital, Murshidabad, West Bengal-742225National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Kakdwip SDH and SSH, Kakdwip, West Bengal-743347National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Katwa Sub Divisional Hospital, Purba Bardhaman, West Bengal-713130National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Lalbagh Sub Division Hospital, Lalbagh, Murshidabad, West Bengal-742149National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Mal SSH, Mal Bazar, Jalpaiguri, West Bengal-735221National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Naihati State General Hospital, Naihati North 24 Parganas, West Bengal-743165National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Neotia Getwel Healthcare Centre, Siliguri, West Bengal-734010National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds250"
"Panihati State General Hospital, Sodepur, West Bengal-700110National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Raiganj Government Medical College and Hospital, Uttar Dinajpur, West Bengal-733130National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds500"
"Rampurhat Government Medical College and Hospital, Birbhum, West Bengal-731224National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds626"
"Santipur State General Hospital, Santipur, West Bengal-741404National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Siliguri Greater Lions Eye Hospital, Jalpaiguri, West Bengal-734002National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds30"
"Woodlands Multispeciality Hospital Ltd, Kolkata, West Bengal-700027National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"MKCG Medical College Hospital, Berhampur, Odisha-760004National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Indira Gandhi Medical College and Research Institute, Pondicherry-605009National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds750"
"Prasad Institute of Medical Sciences, LucknowDr. Ram Manohar Lohia Avadh University, FaizabadTypePrivate Institute (State University)ManagementState AuthorityBeds410"
"GS Medical College & Hospital, Pilkhuwa, HapurCh. Charan Singh Universitiy, MeerutTypePrivate Institute (State University)ManagementState AuthorityBeds1130"
"National Capital Region Institute of Medical Sciences, MeerutCh. Charan Singh Universitiy, MeerutTypePrivate Institute (State University)ManagementState AuthorityBeds680"
"Dr MK Shah Medical College & Research Centre, AhmedabadGujarat UniversityTypePrivate Institute (State University)ManagementState AuthorityBeds350"
"Smt GR Doshi and Smt KM Mehta Institute of Kidney Diseases and Research Centre, AhmedabadGujarat University of Transplantation SciencesTypeGovernment InstituteManagementState AuthorityBeds400"
"Kodagu Institute of Medical Sciences, KodaguRajiv Gandhi University of Health Sciences, KarnatakaTypeGovernment InstituteManagementState AuthorityBeds600"
"Chamrajanagar Institute of Medical Sciences, KarnatakaRajiv Gandhi University of Health Sciences, KarnatakaTypeGovernment InstituteManagementState AuthorityBeds750"
"Karwar Institute of Medical Sciences, KarwarRajiv Gandhi University of Health Sciences, KarnatakaTypeGovernment InstituteManagementState AuthorityBeds650"
"Employees State Insurance Corporation Medical College, FaridabadPT. B.D. Sharma University of Health Sciences, RohtakTypeGovernment InstituteManagementState AuthorityBeds625"
"Mahavir Institute of Medical Sciences, Vikarabad, TelenganaKaloji Narayana Rao University of Health Sciences, WarangalTypePrivate Institute (State University)ManagementState AuthorityBeds700Local DistinctionOU Local"
"Maheshwara Medical College, Chitkul, Patancheru, MedakKaloji Narayana Rao University of Health Sciences, WarangalTypePrivate Institute (State University)ManagementState AuthorityBeds745Local DistinctionOU Local"
"Homi Bhabha Cancer Hospital, Sangrur, PunjabBaba Farid University of Health Sciences,FaridkotTypeGovernment InstituteManagementState AuthorityBeds100"
"Homi Bhabha Cancer Hospital, Varanasi, Uttar PradeshMahatma Gandhi Kashi Vidyapith, VaranasiTypeGovernment InstituteManagementState AuthorityBeds531"
"Government Medical College, RatlamMadhya Pradesh Medical Science University, JabalpurTypeGovernment InstituteManagementState AuthorityBeds300"
"Rajkiya Medical College, JalaunKing George's Medical University, LucknowTypeGovernment InstituteManagementState AuthorityBedsInfo Not Available"
"Max Super Specialty Hospital,National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Apollo Hospital,National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Fortis Hospital,National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Care Hospital,National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Holy Family Hospital,National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Central Hospital,National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"GMERS Medical College and Hospital,National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"District Hospital,National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Aravind Eye Hospital,National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Fortis Escorts Hospital,National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Sankara Eye Hospital,National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Rainbow Childrens Hospital,National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"General Hospital,National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Government Head Quarters Hospital,National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Yashoda Super Speciality Hospital,National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Civil Hospital,National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Government Medical College, KannaujKing George's Medical University, LucknowTypeGovernment InstituteManagementState AuthorityBeds470"
"Government Medical College, Parippally, KollamKerala University of Health Sciences, ThrissurTypeGovernment InstituteManagementState AuthorityBeds500"
"Government Medical College, SiddipetKaloji Narayana Rao University of Health Sciences, WarangalTypeGovernment InstituteManagementState AuthorityBeds780"
"Maharashtra Post Graduate Institute of Medical Education and Research, NashikMaharashtra University of Health Sciences, NashikTypeGovernment InstituteManagementState AuthorityBeds560"
"Government Medical College, NalgondaKaloji Narayana Rao University of Health Sciences, WarangalTypeGovernment InstituteManagementState AuthorityBeds580"
"Government Medical College, JalgaonMaharashtra University of Health Sciences, NashikTypeGovernment InstituteManagementState AuthorityBeds441"
"Government Medical College, GondiaMaharashtra University of Health Sciences, NashikTypeGovernment InstituteManagementState AuthorityBeds500"
"Government Medical College, DatiaMadhya Pradesh Medical Science University, JabalpurTypeGovernment InstituteManagementState AuthorityBeds540"
"Rajmata Shrimati Devendra kumari Singhdeo Government Medical College, Surguja, Ambikapur (Government Medical College, Ambikapur)Pt. Deendayal Upadhyay Memorial Health Sciences and Ayush University, RaipurTypeGovernment InstituteManagementState AuthorityBeds785"
"Sri Siddhartha Institute of Medical Sciences & Research Centre, T BegurSri Siddhartha Academy of Higher Education, TumkurTypeDeemedManagementDeemed to be UniversityBeds720"
"Government Medical College, SuryapetKaloji Narayana Rao University of Health Sciences, WarangalTypeGovernment InstituteManagementState AuthorityBeds580"
"Jagannath Gupta Institute of Medical Sciences & Hospital, KolkataWest Bengal University of Health Sciences,KolkataTypePrivate Institute (State University)ManagementState AuthorityBeds575"
"RKDF Medical College Hospital & Research Centre, Jatkhedi, BhopalSarvepalli Radhakrishnan University, BhopalTypeState Private UniversityManagementState AuthorityBeds840"
"Sree Uthradom Thirunal Academy of Medical Sciences, TrivandrumKerala University of Health Sciences, ThrissurTypePrivate Institute (State University)ManagementState AuthorityBeds623"
"Annapoorna Medical College & Hospital, SalemThe Tamilnadu Dr. MGR Medical University,ChennaiTypePrivate Institute (State University)ManagementState AuthorityBeds720"
"East Point College of Medical Sciences & Research Centre, BangaloreRajiv Gandhi University of Health Sciences, KarnatakaTypePrivate Institute (State University)ManagementState AuthorityBeds999"
"Gouri Devi Institute of Medical Sciences and Hospital, DurgapurWest Bengal University of Health Sciences,KolkataTypePrivate Institute (State University)ManagementState AuthorityBeds920"
"Vedantaa Institute of Medical Sciences, PalgharMaharashtra University of Health Sciences, NashikTypePrivate Institute (State University)ManagementState AuthorityBedsInfo Not Available"
"APL & ANR Area Hospital, Gudiwada, Andhra Pradesh-521301National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Area Hospital, Amalapuram, Andhra Pradesh-533201National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"District Hospital, Atmakur, Andhra Pradesh-524322National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"District Hospital, Malkapatnam, Andhra Pradesh-521001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds553"
"Government General Hospital, Madanapalle, Andhra Pradesh-517325 (Prev. District Hospital, Madanapalle)National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"District Hospital, Proddatur, Andhra Pradesh-516360National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"GMR Varalakshmi Care Hospital, Srikakulam, Andhra Pradesh-532127National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds200"
"Medicover Hospitals, Kurnool, Andhra Pradesh-518003National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Choudhury Eye Hospital and Research Centre, Silchar, Assam-788001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Health City Hospital, Guwahati, Assam-781022National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds200"
"Marwari Hospitals, Guwahati, Assam-781008National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"MGM Hospital and Research Centre Pvt Ltd, Patna, Bihar-800003National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"District Hospital, Kabirdham, Chhattisgarh-491995National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"District Hospital, Mandi Gate Pandri, Chhattisgarh-492001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"District Hospital, Baikunthpur, Korea, Chhattisgarh-497335National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"District Hospital, Kanker, Chhattisgarh-494334National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds380"
"Pandurang Ramarao Dongaonkar District Hospital, Durg, Chhattisgarh-491001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Petals Newborn and Children Hospital, Raipur, Chhattisgarh-492001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds160"
"Ayushman Hospital & Health Services, Dwarka, Delhi-110075National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds105"
"BM Gupta Hospital, Uttam Nagar, Delhi-110059National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"Guru Gobind Singh Government Hospital, Raghubir Nagar, Delhi-110027National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds100"
"Rajiv Gandhi Super Speciality Hospital, Tahirpur, Delhi-110093National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds400"
"Bhailal Amin General Hospital, Vadodara, Gujarat-390003National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds201"
"General Hospital, Jamkhambhaliya, Gujarat-361305National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Narayana Hrudayalaya, Rakhial, Gujarat-380023National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds179"
"Unique Hospital Multispeciality and Research Institute, Surat, Gujarat-395017National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds103"
"Civil Hospital, Palwal, Haryana-121102National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Civil Hospital, Sector-10, Gurugram, Haryana-122001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds200"
"Park Hospital, Palam Vihar, Gurugram, Haryana-122017 (Prev. Metro Hospital & Heart Institute, Palam Vihar, Gurugram)National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"Ojas Super Speciality Hospital, Panchkula, Haryana-134116National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Park Hospital, Sector-47, Gurgaon, Haryana-122002National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds275"
"Virk Hospital Pvt Ltd, Karnal, Haryana-132001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"District Hospital, Udhampur, Jammu and Kashmir-182101National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds200"
"Government District Hospital, Shopian Kashmir, Jammu and Kashmir-192303National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds105"
"Shree Mata Vaishno Devi Narayana Superspeciality Hospital, Katra, Jammu and Kashmir-182320National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds242"
"Kashyap Memorial Eye Hospital, Ranchi, Jharkhand-834001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds32"
"Anugraha Eye Hospital, Vijayapura, Karnataka-586101National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"General Hospital, KGF, Karnataka-563122National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"General Hospital, Gokak, Belgaum, Karnataka-591307National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds75"
"General Hospital, Tiptur, Karnataka-572201National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"KS Hospital, Koppal, Karnataka-583231National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds200"
"Manasa Nursing Home, Shivamogga, Karnataka-577201National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"New Amrutha Medical & Research Centre, Raichur, Karnataka-584101National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Sorake Chandrashekar Hospital, Upper Bendoor, Mangalore, Karnataka-575002National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds150"
"Sri Jayachamarajendra General Hospital, Arsikere, Hassan, Karnataka-573103National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Taluk General Hospital, Bhadravathi, Karnataka-577301National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Venugram Hospital, Belagavi, Karnataka-590006National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"Amardeep Eye Care, Kollam, Kerala-691004National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Bharath Hospital, Kottayam, Kerala-686001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds199"
"Dr Chandrakanth Malabar Superspeciality Eye Hospital, Kozhikode, Kerala-673004National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Malankara Medical Mission Hospital, Thrissur, Kerala-680503National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds150"
"Bhagyoday Tirth Chikitsalay, Sagar, Madhya Pradesh-470002National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds308"
"District Hospital, Gwalior, Madhya Pradesh-474006National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds200"
"District Hospital, Ujjain, Madhya Pradesh-456001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds700"
"District Hospital, Sagar, Madhya Pradesh-470002National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Government Seth Govind Das (Victoria) District Hospital, Jabalpur, Madhya Pradesh-482002National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds300"
"Jabalpur Hospital and Research Centre, Jabalpur, Madhya Pradesh-482002National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds300"
"Mittal Medicare and Hospital, Dhar, Madhya Pradesh-454001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Alliance Multispeciality Hospital, Ichalkaranji, Maharashtra-416115National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds150"
"Anand Charitable Trust's Anand Hospital, Vaijapur, Maharashtra-423701National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Anuradha Superspeciality Eye Hospital, Sangli, Maharashtra-416415National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds48"
"BharatRatna Dr Babasaheb Ambedkar Municipal General Hospital, Kandivali (West), Mumbai, Maharashtra-400067National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds444"
"District Hospital, Bhandara, Maharashtra-441904National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds500"
"District Hospital, Beed, Maharashtra-431122National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"HCG Cancer Centre, Borivali West, Mumbai, Maharashtra-400092National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds119"
"Khan Bahadur Bhabha Hospital, Kurla, Mumbai, Maharashtra-400070National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds336"
"KIMS - Kingsway Hospitals, (A Unit of SPANV Medisearch Lifesciences Pvt Ltd), Nagpur, Maharashtra-440001 (Prev. Kingsway Hospitals, Nagpur)National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds334"
"Pandit Madan Mohan Malaviya Shatabdi Hospital, Mumbai, Maharashtra-400088National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds210"
"Seth VC Gandhi & MA Vora Municipal General Hospital (Rajawadi Hospital), Ghatkopar East, Mumbai, Maharashtra-400077National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds596"
"Fakir Mohan Medical College & Hospital, Balasore, Odisha-756019National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds360"
